production_cost,marketing_spend,seasonal_demand_index,competitor_price,customer_rating,economic_index,store_count,sales_revenue,product_category_encoded,region_encoded,customer_segment_encoded,promotion_applied_encoded
523.31,201.47,0.26,391.78,4.08,114.11,66,2334.2,3,3,1,0
544.47,142.09,1.13,238.04,4.48,93.14,53,2165.57,3,3,0,0
403.93,176.47,1.4,183.95,3.66,77.6,21,1599.06,0,3,0,1
380.33,251.65,1.78,281.43,5.28,101.34,15,2052.69,3,3,2,1
670.98,148.49,2.07,332.3,3.31,87.32,75,2414.85,1,2,2,0
483.13,189.59,2.43,273.19,4.11,80.02,74,2469.58,3,3,0,1
481.7,214.63,1.45,340.16,4.04,65.38,82,2312.54,3,0,0,0
389.77,153.86,1.49,455.02,4.0,118.62,23,1505.07,1,3,1,0
351.82,254.82,1.68,190.82,3.72,113.25,31,1665.15,0,1,0,1
491.17,234.7,1.23,143.67,4.04,128.15,54,2232.7,1,3,2,0
465.84,300.48,0.91,294.46,3.78,100.06,55,1980.13,3,2,1,0
500.17,239.07,1.45,245.59,4.64,121.57,26,1928.98,0,1,2,0
508.72,151.96,1.87,261.57,4.81,81.13,53,2371.02,3,2,1,1
748.95,226.52,1.38,401.35,3.81,61.84,66,2393.35,1,2,0,0
466.14,249.4,1.71,290.35,3.18,84.97,39,1715.36,1,1,2,0
657.99,251.97,0.57,297.68,4.16,95.88,7,1699.08,3,2,1,0
664.2,161.16,1.51,265.06,4.14,107.21,88,2775.86,2,2,1,0
575.36,155.18,1.3,296.9,4.05,125.62,39,2023.52,2,3,0,0
476.49,143.02,0.86,321.48,4.27,106.44,32,1777.0,1,0,0,0
547.79,231.14,2.42,322.37,4.42,102.4,87,2715.01,2,2,2,1
601.88,158.94,1.99,393.02,4.27,102.01,78,2463.21,2,2,1,1
674.77,206.36,2.03,314.91,4.38,106.76,29,2184.09,3,3,0,0
405.0,193.82,1.86,137.78,4.13,107.58,25,1938.29,3,0,2,1
475.65,151.37,1.82,254.63,3.53,107.29,56,2127.0,2,1,2,1
405.61,201.81,0.6,322.31,4.73,75.35,31,1740.89,3,3,2,0
436.65,209.53,1.44,357.87,4.05,117.04,66,2289.62,3,3,0,1
432.07,167.22,1.77,373.63,3.44,82.34,87,2194.78,3,0,1,0
417.57,114.53,2.14,183.2,3.54,99.18,47,1891.14,1,3,1,0
579.7,147.55,0.98,303.9,3.38,72.54,75,2118.78,3,1,0,0
545.07,155.37,1.8,406.24,4.33,115.04,29,1880.17,3,3,2,0
535.0,178.65,0.97,222.28,3.91,115.02,99,2609.88,2,0,2,1
434.71,147.67,1.39,389.65,4.39,69.92,49,2204.66,1,1,2,0
629.3,241.11,1.47,385.51,4.58,73.75,73,2644.1,3,0,1,1
501.45,144.2,1.93,201.04,4.46,58.37,32,2005.08,3,1,2,0
738.02,201.0,1.87,327.03,4.32,131.41,30,2230.51,0,2,1,0
516.12,300.01,1.56,312.71,4.14,83.23,15,1796.35,3,0,1,0
266.67,227.68,0.42,285.89,3.9,97.32,62,1937.74,3,0,2,1
262.21,222.54,1.72,177.85,3.94,92.67,78,2147.11,0,3,2,0
562.39,292.87,1.37,278.96,4.29,119.77,17,2016.1,2,0,0,0
630.05,262.28,2.2,287.5,3.52,113.2,22,1975.88,3,0,0,0
421.62,228.26,2.08,164.14,3.97,112.14,30,2154.21,0,2,2,0
710.1,184.46,1.03,195.59,3.63,83.76,81,2512.42,1,0,1,1
666.3,198.87,1.79,225.84,4.59,113.62,16,2065.89,2,2,1,0
521.05,196.43,1.8,216.14,4.36,118.57,52,2233.54,1,2,1,1
553.95,179.93,1.76,326.1,5.07,113.03,8,1992.14,1,2,1,0
589.45,210.6,1.7,372.92,3.62,74.22,64,2389.31,0,2,1,1
689.0,217.54,1.82,275.16,3.67,77.41,39,2235.55,3,1,0,1
568.21,137.77,2.25,361.3,4.03,134.74,31,2063.32,0,3,2,0
518.79,281.6,1.22,376.2,3.64,138.88,12,1728.04,0,1,0,0
567.23,220.49,1.05,293.18,4.27,98.6,33,1862.03,0,0,1,1
553.74,186.86,1.89,332.64,3.97,98.57,58,2239.65,0,1,1,0
592.44,211.06,0.56,282.13,3.76,103.15,12,1664.92,2,1,1,0
343.0,246.52,1.83,210.17,4.54,111.58,25,1864.54,3,0,1,0
531.59,126.67,1.74,240.26,3.08,71.15,38,1727.05,1,0,2,1
546.04,194.75,0.33,326.09,4.27,104.61,48,2133.15,1,0,1,0
492.72,140.71,1.18,290.29,3.72,79.38,82,2270.41,3,1,2,0
578.42,332.85,2.29,358.97,4.41,99.6,83,2755.49,1,1,1,0
692.12,206.91,0.77,149.04,4.53,82.32,55,2464.29,3,0,2,1
513.82,141.11,1.61,168.27,2.86,87.03,3,1371.51,1,3,0,0
660.63,173.2,1.15,313.33,4.03,87.65,69,2438.48,1,2,2,0
516.16,189.55,2.46,189.75,2.82,78.02,35,1870.95,3,0,0,1
411.15,193.16,1.56,325.61,4.11,129.07,51,2066.2,3,2,1,0
561.58,157.6,1.76,360.24,3.74,78.31,27,1843.62,3,3,1,0
279.83,212.37,1.44,421.3,3.4,53.79,37,1397.06,3,2,1,1
270.16,89.46,0.74,412.47,3.67,111.38,85,1802.66,3,0,2,1
533.3,254.29,0.91,244.37,3.59,94.21,16,1851.84,2,0,2,1
265.5,143.61,2.09,166.43,3.71,99.41,92,2283.83,2,0,0,0
368.48,179.23,1.58,249.44,4.09,103.16,25,1798.27,1,1,2,0
461.99,237.58,1.11,378.15,4.49,125.41,33,2024.5,3,2,2,0
427.86,189.78,1.49,268.82,3.96,137.28,62,2034.76,1,3,1,0
485.22,191.82,1.83,298.05,4.55,105.07,17,1847.52,3,3,1,1
611.29,149.4,1.73,255.43,3.48,76.49,43,2114.52,3,3,1,0
523.85,304.78,1.12,426.5,4.08,102.92,30,1835.32,2,1,1,0
416.07,226.57,0.71,218.84,5.05,111.78,41,2055.73,2,1,1,0
635.44,145.86,1.3,305.34,3.2,120.07,4,1521.23,0,0,1,0
357.11,208.91,2.05,388.66,3.19,102.75,66,1860.92,2,3,1,0
522.19,142.33,1.93,447.32,4.64,88.79,60,2251.16,0,1,0,0
345.99,286.12,1.71,244.42,4.11,81.86,9,1580.43,0,0,0,0
525.23,209.98,1.41,376.86,3.7,97.67,31,1790.58,0,3,0,1
468.14,151.22,1.24,249.42,3.44,69.98,89,2307.07,0,2,0,0
608.22,234.88,1.42,410.17,3.98,107.89,69,2473.65,0,0,1,0
572.07,186.1,1.89,438.36,4.07,103.55,24,1966.15,1,1,0,0
441.29,135.59,2.01,228.83,4.07,103.45,24,1826.64,2,1,1,0
422.11,219.05,1.37,352.28,3.43,114.35,93,2456.84,0,0,0,1
468.49,217.64,2.77,389.06,3.83,129.02,45,2139.49,3,0,2,1
687.56,256.89,1.55,276.46,3.72,98.59,95,2850.19,2,1,0,1
661.91,203.23,1.33,343.82,4.32,101.54,37,2166.41,2,2,0,1
403.17,205.35,2.24,348.0,3.46,92.61,58,1958.95,0,3,1,1
580.02,208.01,0.48,460.77,4.04,111.03,83,2388.65,1,2,0,1
326.86,279.76,1.74,142.32,5.32,99.85,23,2132.88,0,0,2,0
455.27,184.5,1.46,295.53,3.43,123.1,35,1782.01,1,2,1,1
407.24,223.47,2.22,199.98,3.63,122.68,63,2118.65,3,1,1,1
606.93,230.84,1.8,301.1,3.95,106.32,6,1696.83,2,0,0,0
542.94,182.6,1.83,279.61,3.29,94.54,30,1830.87,1,1,1,0
500.07,206.03,0.97,230.07,4.16,109.61,1,1702.64,1,1,1,0
482.46,195.32,1.98,312.43,3.91,109.66,63,1992.35,3,3,1,1
667.16,297.96,0.83,385.91,4.53,94.53,8,1881.85,1,3,1,0
675.97,177.11,1.68,270.18,3.88,105.77,28,1996.54,3,2,1,1
485.56,154.37,1.52,414.45,3.84,84.52,89,2371.39,2,0,2,1
465.41,199.69,0.62,383.52,3.65,109.02,33,1614.07,3,3,0,0
349.31,196.17,1.53,462.73,3.83,86.2,53,1696.72,2,3,2,0
499.57,209.84,1.64,332.91,3.39,115.44,38,1797.58,3,0,1,1
695.33,177.13,1.17,295.07,3.93,93.67,52,2202.6,1,3,1,0
487.13,205.52,0.99,173.18,3.51,133.48,78,2285.97,3,3,0,0
572.88,206.48,1.75,237.47,3.39,100.78,11,1706.19,1,2,2,1
360.25,245.3,1.68,283.37,3.68,104.76,2,1486.7,3,1,0,1
456.52,204.65,1.61,292.84,4.23,72.03,53,2122.57,3,1,2,0
546.25,205.12,1.5,487.9,4.07,128.13,94,2620.25,0,1,1,1
510.59,225.82,1.22,283.44,4.33,99.24,94,2565.05,1,1,0,1
582.47,243.38,2.64,158.53,3.54,134.79,68,2568.13,0,3,0,1
439.73,150.82,1.35,353.17,3.99,100.96,77,2237.59,1,0,1,1
325.0,137.38,1.07,348.52,4.85,95.72,7,1471.75,0,0,0,1
612.21,284.77,1.53,263.29,4.7,89.77,67,2689.03,2,2,2,1
406.39,235.2,1.41,470.21,3.36,112.84,9,1297.84,3,2,2,1
550.66,189.03,1.34,148.27,3.5,110.42,78,2508.07,1,3,2,0
545.09,200.99,2.44,399.96,4.85,73.32,63,2402.73,1,0,2,1
333.62,180.37,0.94,276.71,4.23,88.62,11,1347.48,3,0,1,0
604.91,210.56,1.52,223.97,3.9,114.45,37,1977.62,1,1,0,0
443.34,151.41,0.97,492.03,3.85,87.11,14,1448.99,1,3,2,0
505.51,242.01,1.23,358.94,4.11,83.66,19,1725.12,0,3,1,1
464.18,208.77,2.37,276.12,4.12,103.92,8,1776.08,1,1,0,1
662.26,210.58,1.64,274.5,3.73,101.74,7,1726.94,2,3,0,0
634.35,155.3,1.63,322.03,3.92,90.72,59,2337.51,2,3,1,1
318.77,226.21,1.03,263.04,3.72,135.35,63,1967.18,3,2,1,0
725.88,156.45,1.29,403.97,4.08,97.02,7,1793.24,1,0,2,1
432.17,165.39,2.41,307.01,3.63,74.7,55,2099.7,3,3,0,1
710.24,204.38,1.75,381.41,3.37,67.62,3,1781.08,2,2,0,0
474.38,325.37,1.33,316.63,4.74,120.45,67,2467.13,1,0,1,0
465.91,208.57,1.72,369.59,3.97,78.05,18,1798.37,1,1,0,0
475.27,71.56,1.63,407.64,4.85,100.61,45,2148.07,3,2,2,1
459.92,167.87,1.08,434.47,3.03,82.52,97,2099.67,2,2,0,0
752.44,234.19,1.32,339.28,3.28,97.96,92,2769.88,1,0,1,1
492.36,143.58,2.63,230.68,4.23,106.96,36,2001.95,3,1,1,1
469.77,241.56,1.7,286.19,3.97,72.69,16,1835.56,2,2,2,1
507.7,207.94,0.72,297.91,3.42,90.89,79,2294.41,3,3,2,0
403.27,249.57,1.76,254.14,4.57,86.53,29,1944.15,0,3,0,0
659.71,172.06,2.15,240.79,3.57,80.69,59,2345.95,1,3,0,0
352.89,168.16,1.05,313.96,4.6,92.49,18,1603.5,0,1,1,1
438.6,228.25,1.27,221.34,3.96,87.52,49,1952.18,2,2,2,1
593.67,199.62,2.23,205.81,3.47,117.46,46,2116.35,0,3,2,0
504.24,196.6,1.52,164.45,3.67,85.68,83,2470.38,0,1,2,1
554.92,278.45,1.43,338.43,4.69,109.02,29,2207.8,2,3,0,1
653.32,230.21,0.83,327.3,3.85,108.32,70,2388.97,3,0,2,0
600.38,100.5,2.04,274.03,4.49,69.98,50,2184.59,0,2,1,0
513.75,239.95,1.41,379.54,4.7,89.89,55,2161.65,3,2,1,0
708.93,234.95,0.41,220.1,3.96,97.8,27,2050.77,0,1,0,1
437.17,259.25,0.71,330.47,3.89,105.31,7,1464.64,3,1,0,1
489.97,153.02,1.22,304.33,3.8,95.27,91,2496.84,2,2,2,1
496.96,216.24,0.96,240.75,4.18,120.84,83,2376.56,0,3,0,1
489.76,205.58,1.04,260.6,4.75,102.09,81,2577.04,2,3,1,1
393.08,152.12,2.67,254.44,3.39,108.91,41,1791.31,0,0,2,0
341.64,247.34,1.85,320.22,4.11,88.16,11,1563.11,2,3,1,1
541.72,187.92,0.21,347.47,4.09,109.2,5,1565.36,2,1,2,1
436.65,257.64,1.34,265.89,3.1,138.73,66,2104.59,0,1,0,1
690.78,162.86,1.46,243.03,3.56,110.53,56,2329.9,0,3,2,0
492.75,126.97,0.76,310.98,3.66,122.06,12,1445.91,0,1,2,0
474.85,187.87,1.77,167.86,4.38,94.17,42,2147.6,1,2,1,0
609.43,211.6,0.48,302.75,4.47,118.48,75,2439.12,3,2,1,1
540.22,173.29,2.05,424.94,3.06,120.23,10,1384.68,1,3,2,0
435.93,219.18,2.68,285.85,4.25,98.5,7,1899.98,2,2,0,0
536.18,234.36,0.81,360.37,4.08,99.35,77,2378.99,3,0,0,0
608.44,180.98,1.85,304.95,4.48,111.3,69,2550.7,2,2,1,1
397.71,178.25,2.09,295.32,4.59,84.7,61,1971.95,1,3,0,1
442.2,272.02,1.9,201.16,3.18,74.6,51,2279.85,0,0,2,0
711.23,121.23,2.04,339.29,3.98,102.04,42,2373.64,2,1,1,1
639.69,187.64,2.19,192.53,3.87,104.61,8,2002.17,0,1,1,0
545.76,207.12,1.6,134.79,3.71,73.05,50,2185.17,2,1,2,1
461.84,230.3,1.39,380.65,3.77,100.82,1,1259.21,0,3,1,0
476.6,208.49,0.82,330.96,4.09,105.8,69,2213.47,1,2,0,0
432.39,153.9,1.35,370.38,3.35,126.43,11,1413.34,3,1,0,0
384.32,258.38,1.43,241.08,4.34,90.47,48,1923.38,1,3,1,1
592.38,200.1,1.03,337.31,3.82,141.73,10,1755.22,3,0,0,0
553.88,116.6,1.48,264.87,4.44,101.08,15,1965.04,0,2,1,1
573.61,210.46,0.97,273.82,3.69,75.96,47,2081.52,2,0,2,0
466.31,223.76,2.06,377.9,3.66,93.4,93,2479.64,1,3,1,1
525.56,298.04,1.71,288.02,3.53,77.74,25,1915.32,3,1,2,1
456.8,220.44,1.27,244.29,3.69,96.66,6,1524.66,1,1,0,0
427.27,125.9,1.59,190.76,3.6,109.37,11,1616.01,3,3,2,0
666.71,127.65,0.95,328.86,4.22,105.36,17,2029.95,1,1,0,0
512.15,262.94,1.0,384.76,4.52,77.4,15,1814.42,3,2,1,0
550.75,159.86,1.18,237.35,4.19,74.91,16,1734.14,3,3,0,0
583.58,122.52,1.4,355.12,3.96,108.39,56,2007.37,0,0,1,1
513.4,250.03,1.57,224.58,4.24,112.88,66,2453.52,3,3,1,0
524.06,176.21,1.57,359.94,3.98,90.22,36,1991.98,0,2,2,0
410.39,154.26,1.46,321.43,3.85,76.83,38,1749.95,2,3,2,0
405.22,273.69,1.09,244.21,4.42,119.73,85,2489.5,2,3,2,0
410.4,116.98,1.1,266.91,4.51,111.07,98,2379.09,0,3,0,0
558.01,315.26,1.13,178.59,3.9,93.87,18,1835.29,0,3,1,0
554.35,189.49,0.83,238.23,4.46,127.95,79,2553.52,3,2,0,1
430.5,161.86,0.97,257.96,3.7,92.53,89,2244.26,2,3,0,0
497.22,269.32,1.41,325.02,4.84,82.79,54,2254.29,2,1,0,1
554.71,247.29,2.18,347.65,3.93,123.65,79,2384.5,0,2,2,0
414.16,259.14,1.4,251.37,4.22,100.96,94,2601.24,2,1,0,1
556.62,195.07,1.34,286.84,3.78,78.43,17,1870.2,1,1,1,0
530.1,294.05,2.1,434.91,3.55,109.44,82,2324.63,0,1,2,1
400.08,134.47,1.24,310.49,3.13,94.11,95,2147.88,2,1,1,1
521.98,172.4,1.51,257.05,4.39,77.08,82,2415.27,0,2,0,1
536.56,219.49,1.04,165.63,4.2,101.9,99,2686.51,1,1,2,1
437.4,258.41,2.34,231.69,4.05,96.84,13,1879.23,0,1,1,1
445.27,233.06,2.02,228.57,3.43,66.25,63,2306.76,0,3,0,1
399.16,195.86,1.42,458.23,4.71,78.81,14,1609.4,0,2,1,0
455.1,176.24,1.3,232.12,4.05,137.31,59,2212.85,0,2,1,0
498.79,258.68,1.48,304.08,4.35,101.63,36,2135.07,1,0,1,1
445.55,238.22,1.43,329.66,4.0,126.93,18,1706.15,3,2,0,1
351.51,156.27,0.73,388.52,3.46,106.18,5,1314.15,0,2,0,1
431.14,154.79,2.04,300.64,4.5,124.74,14,1738.91,0,0,1,1
458.27,172.73,1.39,259.17,4.23,111.11,25,1869.11,2,2,2,0
581.68,166.31,2.45,253.88,3.91,81.07,44,2137.87,0,2,2,1
559.48,251.49,1.71,328.51,4.22,112.14,39,2199.56,2,2,0,0
583.62,221.79,0.24,245.25,4.41,80.94,12,1848.25,3,2,0,0
426.1,227.89,0.86,211.67,4.33,118.59,61,2304.05,1,0,0,1
514.16,209.58,0.43,259.16,3.14,104.35,62,2161.5,1,2,0,1
257.7,211.94,0.85,194.04,3.25,100.38,53,1769.74,3,2,0,0
542.89,120.91,0.68,448.05,4.37,91.23,53,2090.21,1,0,2,0
561.09,239.71,1.63,347.72,3.65,115.97,28,1859.95,3,3,0,1
464.84,171.83,1.34,429.67,3.48,96.85,35,1462.25,3,1,1,1
529.54,198.34,1.87,338.83,4.19,61.8,65,2447.32,3,3,1,1
348.51,176.34,1.48,421.97,3.46,65.71,3,1423.83,1,0,2,0
419.89,207.29,1.38,329.4,3.76,74.61,43,1878.76,2,1,1,0
576.54,228.65,2.5,358.09,4.43,115.68,50,2265.21,3,0,2,1
551.13,149.56,1.61,129.3,3.24,117.21,71,2409.02,0,0,2,0
458.81,212.64,1.46,226.85,3.32,106.5,9,1648.87,1,2,1,0
581.14,177.55,1.07,302.95,3.19,106.29,36,1622.31,3,1,0,1
513.83,266.07,0.91,304.9,3.57,128.92,23,1764.81,3,2,1,1
449.58,144.27,1.89,293.89,4.04,106.86,88,2441.1,0,1,1,0
481.72,149.87,1.86,336.24,3.69,112.76,74,2066.88,2,0,2,0
454.46,182.02,2.29,339.54,4.75,99.79,50,2122.16,2,0,1,1
381.62,153.72,1.74,369.21,4.23,90.78,55,2102.18,2,3,2,1
625.67,188.78,1.3,353.52,3.99,94.4,12,1808.82,3,1,0,1
443.2,173.61,1.76,396.33,4.63,141.02,83,2352.16,3,2,0,1
416.76,204.42,1.46,396.98,3.33,78.27,32,1554.61,3,3,0,1
347.07,250.4,1.93,313.97,4.43,106.29,24,1691.52,1,3,1,0
570.15,208.12,1.42,408.75,3.77,87.79,67,2313.91,3,2,0,0
579.36,147.13,2.38,235.44,4.31,115.48,27,2216.5,0,3,2,0
619.3,193.3,2.09,331.41,3.79,63.8,61,2262.61,0,2,2,1
485.1,178.91,1.51,152.59,4.09,118.09,19,1808.07,2,3,0,1
467.8,234.08,1.84,166.06,3.95,140.95,73,2461.54,1,2,0,1
449.23,161.77,1.65,260.04,4.15,107.3,51,2171.84,3,0,2,0
458.34,156.97,1.51,229.96,3.75,125.24,64,2175.65,2,0,0,0
611.98,215.87,2.46,260.53,4.46,104.96,77,2843.38,2,0,2,0
497.35,299.01,1.76,326.28,2.98,114.22,2,1680.3,3,0,2,1
537.81,191.2,1.08,398.02,4.32,109.08,36,1801.08,0,0,0,0
455.8,208.41,0.99,393.74,3.05,89.8,93,2335.14,2,3,1,1
632.08,247.4,1.01,333.06,3.62,88.01,11,1881.45,0,3,0,1
309.53,225.5,1.74,213.03,4.26,123.63,98,2371.56,1,3,1,1
377.95,225.82,1.33,255.41,2.99,99.16,68,1994.17,0,2,2,1
537.97,195.24,1.67,350.97,4.08,97.16,68,2382.33,1,2,2,1
675.06,196.21,1.97,233.91,3.31,96.75,64,2269.82,0,2,1,1
477.49,162.24,2.51,198.65,3.52,106.13,1,1593.72,2,2,2,0
415.76,224.32,1.34,339.39,3.49,76.29,89,2269.77,2,0,1,1
600.07,223.18,0.8,296.13,3.33,96.36,26,1676.71,1,0,1,1
532.37,235.86,2.4,283.13,3.14,106.21,11,1660.6,3,0,2,0
629.02,175.59,0.77,388.78,5.04,74.42,87,2817.62,1,1,1,1
370.96,241.51,0.75,387.1,3.91,104.18,2,1521.33,1,3,0,0
621.17,256.67,2.38,442.49,3.38,82.05,83,2388.33,0,2,0,0
345.15,139.3,2.03,247.89,3.72,106.25,93,2044.18,0,2,2,0
471.18,185.16,1.74,334.38,4.02,143.17,40,2090.95,1,0,2,1
541.28,258.75,1.48,301.52,3.81,97.58,4,1866.93,2,2,1,1
518.6,167.52,1.38,327.07,3.37,78.43,80,2315.37,0,2,1,0
606.06,226.44,1.17,209.25,3.55,104.74,37,2004.05,3,3,1,1
317.33,200.43,1.36,187.8,4.59,109.48,61,2036.13,0,0,1,1
514.1,216.54,1.48,296.78,3.3,81.26,91,2445.18,0,3,0,0
619.96,201.95,0.81,232.6,3.0,65.63,5,1645.96,3,1,0,0
505.93,237.31,1.09,375.06,3.81,81.32,15,1588.04,1,1,2,1
385.77,148.92,0.44,179.95,3.03,99.03,87,2070.53,3,1,1,0
600.75,154.33,1.54,186.54,3.55,90.89,67,2267.81,1,0,1,0
435.17,273.23,1.54,266.67,3.37,121.55,82,2368.02,1,2,2,0
417.57,305.02,2.39,176.95,3.38,110.34,26,1658.44,1,0,1,1
404.99,199.73,1.69,434.08,4.03,102.04,6,1534.74,3,0,1,1
480.13,285.76,1.22,285.37,4.13,65.1,44,2032.92,1,2,1,1
518.31,161.41,1.4,251.78,3.6,112.61,58,2281.59,2,3,1,0
373.09,173.42,1.74,337.44,3.95,139.58,81,2265.7,3,1,1,1
393.64,272.87,1.61,370.71,3.57,117.25,46,1947.06,2,3,2,0
430.55,240.21,1.79,316.56,4.2,86.85,42,1921.28,1,1,1,1
404.5,280.32,1.69,294.55,3.26,97.27,48,1870.51,0,0,2,1
503.68,223.43,1.37,221.32,4.08,109.18,27,1968.59,1,1,1,0
536.12,149.37,1.23,350.47,4.12,127.73,20,1737.3,2,0,0,1
522.39,211.18,1.21,413.34,5.17,85.88,70,2444.8,2,3,0,0
522.53,260.1,1.04,282.42,3.12,90.69,35,1825.7,3,0,0,1
667.1,193.36,0.96,232.1,5.33,99.14,76,2619.05,0,3,0,1
542.37,185.68,2.42,314.52,4.38,97.39,48,2216.49,3,2,2,0
578.4,224.19,1.56,300.21,4.91,115.85,67,2645.92,2,2,2,0
458.54,172.02,1.42,202.69,4.45,105.25,68,2291.49,1,2,1,0
594.4,214.78,1.25,259.78,3.53,72.06,52,2361.33,0,0,0,1
453.76,203.18,1.71,443.08,4.33,86.86,68,2237.88,1,2,2,1
541.14,175.48,2.1,192.2,3.67,87.44,4,1518.31,1,1,1,1
362.86,249.04,1.86,244.75,3.96,55.7,39,1940.74,0,3,1,0
516.62,232.3,1.96,224.1,3.41,118.59,21,1712.33,3,3,2,0
402.46,182.32,1.21,231.18,3.66,102.65,66,2090.82,1,1,0,0
593.6,199.25,1.5,264.36,4.45,89.19,16,1909.22,2,0,1,1
587.59,186.44,1.21,335.87,4.22,118.05,7,1706.92,1,0,0,1
453.34,168.07,1.55,404.69,4.51,106.03,83,2499.21,0,3,0,0
704.96,115.09,2.14,316.27,3.3,74.28,97,2487.67,0,2,0,1
471.41,175.81,1.72,245.25,3.06,112.19,9,1443.77,0,0,1,0
338.8,168.8,2.31,423.19,4.55,127.46,17,1620.04,3,0,0,1
422.09,205.74,1.36,134.51,4.51,97.2,91,2715.05,1,1,1,1
395.59,222.03,1.1,353.88,4.11,98.66,97,2370.9,3,1,0,0
537.96,159.89,1.76,217.86,4.21,102.16,12,1738.55,3,2,1,1
376.46,218.67,1.56,295.93,4.43,75.64,57,2137.0,0,0,0,1
446.08,152.19,1.66,345.05,4.09,102.83,45,1860.23,0,0,2,0
531.46,193.74,1.59,171.57,4.27,82.17,11,1778.99,3,1,0,0
513.86,169.88,1.26,311.33,4.41,99.87,13,1833.11,1,0,0,1
498.74,237.31,1.6,317.48,3.95,103.32,31,1634.41,2,3,1,0
512.6,205.84,1.99,416.99,3.83,110.62,77,2242.19,3,1,1,1
462.95,194.49,2.04,517.21,4.19,111.35,26,1720.27,1,2,0,0
339.62,168.74,1.26,175.76,5.13,81.45,63,2415.59,0,1,2,1
460.32,183.56,1.62,413.37,3.58,103.75,31,1754.98,0,0,2,1
546.87,291.45,2.24,296.97,3.78,119.12,22,1974.27,1,2,1,0
486.31,174.95,1.27,235.31,3.12,76.93,6,1429.59,2,1,2,1
539.15,223.97,1.18,329.52,4.22,134.9,20,1875.22,0,3,0,1
441.32,194.37,1.9,195.82,3.74,80.55,85,2422.62,0,3,1,0
599.43,222.54,1.81,200.59,3.3,132.55,10,1790.29,0,1,0,0
244.37,241.85,1.08,161.19,3.97,80.9,83,2356.85,1,3,1,1
514.14,182.3,0.8,343.69,4.75,98.88,35,1956.2,3,3,1,0
634.89,235.49,1.61,326.16,3.82,96.14,26,2018.83,0,3,1,0
476.82,228.38,0.66,421.89,4.73,113.96,37,2053.42,2,3,2,1
367.38,280.68,1.16,246.96,4.0,114.99,8,1502.23,0,3,0,0
636.65,224.05,1.8,402.64,3.4,112.39,5,1648.3,0,3,0,0
494.81,153.4,1.42,309.77,4.34,95.03,44,1890.29,2,2,0,0
484.1,213.78,2.28,245.89,4.56,85.96,92,2814.26,0,1,1,1
410.71,183.48,0.46,290.8,3.9,121.98,67,1874.15,3,0,2,1
375.01,170.2,2.17,199.7,4.07,104.27,72,2321.51,1,3,0,1
556.39,196.37,1.33,317.34,3.34,84.87,79,2451.35,3,1,2,1
566.99,192.26,1.26,302.44,3.56,104.29,91,2655.35,1,3,1,1
520.15,147.0,0.72,342.2,3.83,66.51,49,1889.18,1,2,0,1
393.5,240.39,0.59,309.25,3.69,113.12,80,2133.1,3,2,1,0
356.78,212.22,1.91,181.89,3.81,96.41,26,1839.77,3,3,2,0
443.95,204.49,0.74,374.59,3.94,114.22,45,1842.04,3,3,0,1
399.41,260.12,0.82,301.17,3.5,116.26,61,1936.72,2,2,0,1
329.07,303.78,0.9,148.47,3.87,105.51,44,2006.15,0,0,1,1
565.13,234.25,1.14,324.77,4.58,135.36,4,1817.95,1,2,1,0
368.09,206.06,1.97,330.81,3.7,127.08,76,2161.47,3,3,1,1
598.39,273.63,2.25,271.32,3.55,112.55,81,2492.57,3,2,2,0
539.41,207.12,1.19,284.17,5.04,107.1,58,2513.61,3,0,2,0
529.43,221.77,1.48,252.38,4.11,94.87,26,1969.95,2,2,2,0
666.53,250.05,1.74,333.29,3.61,87.06,95,2705.39,3,0,1,0
371.42,180.68,1.34,311.2,4.32,115.95,79,2071.12,3,0,0,0
587.38,96.21,1.73,227.34,4.13,96.02,98,2770.55,3,2,0,1
470.24,178.25,1.5,429.44,3.71,79.72,29,1585.43,0,2,2,1
757.11,238.65,1.37,246.74,3.98,83.96,9,2068.89,2,1,2,0
461.92,235.13,0.79,83.48,3.85,86.6,78,2278.66,3,3,0,1
445.77,267.13,1.57,262.35,4.5,135.07,36,1967.13,1,0,0,0
542.55,180.16,1.98,382.48,4.34,116.96,4,1837.91,1,1,2,0
479.11,279.05,1.11,283.48,2.93,100.69,59,1983.59,1,2,2,1
424.15,209.25,0.52,169.22,4.95,108.28,37,2040.24,2,3,0,1
402.97,230.22,1.34,217.75,3.86,110.6,88,2572.29,2,1,1,1
645.82,245.18,2.25,213.52,4.86,82.63,81,3090.39,1,0,2,1
383.65,130.92,2.11,253.98,4.36,76.65,13,1648.63,3,1,0,1
522.31,149.76,1.21,279.06,4.12,121.03,20,1658.44,2,0,0,0
605.62,148.1,1.73,339.51,3.95,73.01,17,1972.11,1,2,0,1
439.83,184.73,2.25,314.11,3.86,85.57,91,2499.07,3,3,1,1
479.38,301.38,0.72,442.35,3.66,104.42,55,1955.06,0,3,0,0
459.98,200.17,0.97,368.87,3.71,94.94,33,1732.19,2,2,2,1
346.5,126.43,0.5,361.82,4.0,110.68,21,1551.48,3,0,1,0
553.75,166.38,1.16,154.95,4.0,53.78,81,2383.59,1,2,0,1
503.85,205.87,2.03,239.86,4.5,122.41,22,1949.01,1,3,1,1
